Claim Date,Customer ID,Customer Zip Code,DB Update Date,Insurance Expiry Date,Insurance Status,Model Line,Original Source,Product Production Date,Status,Sub Model Line,Sub Status,Vendor ID,Holding Fee,Insurance Amount,Storage Fee,Total Acquisition Cost
,J12744251,2760,3/07/2010,3/09/2010,Recently Expired,Core,Technical Doc,1/03/1994,INCOMPLETE,Dual Phase,Incomplete,,0,696,12,77480
,J12598698,2760,8/09/2009,18/12/2009,Expired Over 2 Years Ago,Core,State-Public,9/11/1995,INCOMPLETE,Single Phase,Incomplete,,0,1164,8,30280
,J12799546,2760,25/05/2010,20/02/2011,Recently Expired,Core,Corporate System,26/07/1996,INCOMPLETE,Compact,Incomplete,,0,92,32,58480
9/05/2006,J12574441,2760,21/11/2010,,Unknown Status,Yard,Corporate System,22/01/1997,COMPLETE,5 Phase,Complete,147652,0,48,624,18508
9/05/2005,J12553175,,22/06/2010,20/04/2010,Recently Expired,Core,Corporate System,23/12/1993,COMPLETE,Single Phase,Complete,144488,0,604,104,11556
18/10/2008,J12986171,,27/12/2008,2/08/2008,Expired Over 2 Years Ago,Yard,Technical Doc,2/06/2000,COMPLETE,3 Phase,Complete,26460,0,816,100,22120
,J13015063,,15/06/2009,1/08/2009,Expired Over 2 Years Ago,Core,Technical Doc,3/06/2002,INCOMPLETE,Compact,Incomplete,,0,640,588,18668
,J13038482,2137,25/10/2010,25/05/2011,Recently Expired,Core,Corporate System,14/07/1993,INCOMPLETE,Compact,Incomplete,,0,120,0,18200
17/01/2006,J12563047,2137,6/09/2009,7/05/2010,Recently Expired,Core,State-Public,9/03/1996,COMPLETE,Dual Phase,Complete,27004,0,424,32,10560
30/07/2008,J12936652,2137,14/08/2008,,Unknown Status,Yard,Corporate System,27/07/1996,COMPLETE,3 Phase,Complete,27004,0,1448,912,14076
,J12551510,2137,27/10/2009,28/03/2010,Recently Expired,Core,Public Company,17/01/1993,INCOMPLETE,Compact,Incomplete,,0,148,72,57600
26/11/2005,J12564439,2137,11/12/2009,19/04/2010,Recently Expired,Core,Public Company,4/03/1992,COMPLETE,Compact,Complete,6492,0,148,88,12932
6/04/2007,J12663589,2137,31/07/2006,,Unknown Status,Yard,State,15/07/1998,COMPLETE,5 Phase,Complete,1132,0,976,996,55640
9/03/2006,J12572541,2137,24/07/2008,,Unknown Status,Yard,Corporate System,12/12/1998,COMPLETE,5 Phase,Complete,27004,0,996,1180,25432
,J12808383,2137,20/01/2008,,Unknown Status,Yard,Public Company,29/05/2000,INCOMPLETE,5 Phase,Incomplete,,0,216,552,12920
11/02/2006,J12561249,2137,26/10/2011,,Unknown Status,Yard,Corporate System,21/01/1996,COMPLETE,5 Phase,Complete,149088,0,788,636,18704
5/01/2009,J13010593,2137,10/11/2008,10/03/2009,Expired Over 2 Years Ago,Yard,Corporate System,12/01/1999,COMPLETE,5 Phase,Complete,27004,0,696,1024,23952
,J12996087,2137,17/10/2008,,Unknown Status,Core,Corporate System,1/08/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1452,460,67640
19/09/2008,J12963248,2137,1/07/2008,,Unknown Status,Core,Corporate System,9/10/2000,COMPLETE,Dual Phase,Complete,27004,0,956,508,73800
20/02/2008,J12850365,2137,16/03/2011,,Unknown Status,Core,Corporate System,10/12/2000,COMPLETE,Dual Phase,Complete,27004,0,800,516,12840
,J12948467,2137,10/07/2008,,Unknown Status,Core,Corporate System,19/05/2003,INCOMPLETE,Dual Phase,Incomplete,,0,1092,104,11876
,J12923469,2137,12/10/2008,,Unknown Status,Core,Corporate System,26/08/2002,INCOMPLETE,Compact,Incomplete,,0,132,476,16288
23/05/2008,J12913921,2137,10/07/2008,,Unknown Status,Core,State,9/04/2000,COMPLETE,Compact,Complete,149700,0,1408,120,13712
8/07/2006,J12606532,,15/11/2009,17/11/2009,Expired Over 2 Years Ago,Yard,State,18/08/1997,COMPLETE,Dual Phase,Complete,147832,0,452,172,15004
,J12982010,,23/01/2012,,Unknown Status,Core,Corporate System,19/08/2000,INCOMPLETE,Compact,Incomplete,,0,568,644,11244
25/11/2008,J13003674,,15/05/2010,12/08/2009,Expired Over 2 Years Ago,Adventure,Technical Doc,15/08/1992,COMPLETE,Large,Complete,147608,0,1092,40,81000
12/09/2008,J12937075,,11/11/2008,,Unknown Status,SL-300,Technical Doc,3/06/2000,COMPLETE,Dual Phase,Complete,200648,0,1456,72,45440
,J12953351,2059,1/07/2008,,Unknown Status,Yard,State,29/08/1999,INCOMPLETE,5 Phase,Incomplete,,0,664,56,58800
,J12984516,2059,28/02/2011,8/11/2011,Recently Expired,Core,State,17/08/1998,INCOMPLETE,Compact,Incomplete,,0,1112,656,20120
27/05/2006,J12614856,2060,25/12/2009,15/07/2010,Recently Expired,Core,Corporate System,2/05/1993,COMPLETE,Dual Phase,Complete,149088,0,960,76,22000
11/04/2009,J13020341,2060,12/04/2009,13/04/2009,Expired Over 2 Years Ago,Core,Corporate System,22/04/1992,COMPLETE,Dual Phase,Complete,149088,0,736,620,11100
,J12655013,2060,4/02/2010,24/07/2010,Recently Expired,Core,State-Public,2/10/1996,INCOMPLETE,Dual Phase,Incomplete,,0,852,108,62200
,J12627557,2060,7/12/2011,17/01/2010,Expired Over 2 Years Ago,Core,Corporate System,2/01/1994,INCOMPLETE,Single Phase,Incomplete,,0,1444,136,29200
25/03/2008,J12910825,2060,28/12/2007,,Unknown Status,Bat,State,22/12/1992,COMPLETE,3 Phase,Complete,149088,0,548,140,12432
16/08/2007,J12677731,2060,23/01/2009,,Unknown Status,Bat,Corporate System,7/11/1993,COMPLETE,3 Phase,Complete,148168,0,908,88,12828
5/09/2007,J12679663,2060,29/09/2007,,Unknown Status,Bat,Public Company,6/09/1993,COMPLETE,3 Phase,Complete,35236,0,300,160,99120
30/01/2006,J12583046,2060,13/02/2012,,Unknown Status,Yard,Corporate System,29/04/1997,COMPLETE,3 Phase,Complete,149088,0,1244,208,20996
8/01/2008,J12806035,2060,7/12/2007,,Unknown Status,Yard,Public Company,25/09/1995,COMPLETE,3 Phase,Complete,149088,0,1096,1216,15276
12/05/2011,J13043941,2060,23/06/2011,28/08/2011,Recently Expired,Core,Corporate System,24/06/1995,COMPLETE,Compact,Complete,149088,0,228,584,17752
,J12657209,2060,22/03/2010,7/09/2010,Recently Expired,Core,Corporate System,29/06/1996,INCOMPLETE,Compact,Incomplete,,0,1380,104,17840
26/05/2005,J12549439,2060,28/02/2010,2/03/2010,Expired Over 2 Years Ago,Core,State-Public,1/01/1993,COMPLETE,Compact,Complete,29052,0,1236,12,11232
9/09/2007,J12758901,2060,3/04/2009,,Unknown Status,Yard,Corporate System,29/05/1999,COMPLETE,5 Phase,Complete,149088,0,172,216,19364
,J12606426,2060,10/08/2005,,Unknown Status,Yard,State,22/03/1997,INCOMPLETE,5 Phase,Incomplete,,0,36,996,15200
,J12627214,2060,19/09/2011,,Unknown Status,Yard,Corporate System,26/02/1997,INCOMPLETE,5 Phase,Incomplete,,0,864,1176,19224
26/08/2007,J12704199,2060,18/05/2007,,Unknown Status,Bat,State,29/06/1993,COMPLETE,5 Phase,Complete,147708,0,648,500,46640
18/04/2007,J12670279,2060,1/12/2010,16/03/2011,Recently Expired,SL-500,State,21/01/2002,COMPLETE,Dual Phase,Complete,200648,0,3108,272,54128
29/07/2007,J12676453,2060,23/03/2007,,Unknown Status,SL-300,State,21/08/1997,COMPLETE,Dual Phase,Complete,200084,0,20,1360,16256
28/02/2005,J12553286,2060,16/12/2009,6/09/2010,Recently Expired,SK Edition,State-Public,18/02/1993,COMPLETE,2 Piece,Complete,200084,0,5004,92,20412
,J12851875,2060,11/06/2008,,Unknown Status,Rook,State,9/12/2001,INCOMPLETE,5 Phase,Incomplete,,0,284,180,18612
11/10/2007,J12671748,2060,20/08/2007,,Unknown Status,Core,State,8/12/1997,COMPLETE,Dual Phase,Complete,20364,0,280,204,91760
,J12977455,2060,21/02/2011,,Unknown Status,Core,Corporate System,5/11/1997,INCOMPLETE,Dual Phase,Incomplete,,0,1212,440,15576
14/02/2008,J12826332,2060,26/08/2007,,Unknown Status,Core,State,8/02/1999,COMPLETE,Compact,Complete,29052,0,896,612,69880
21/01/2008,J12800195,2060,9/12/2010,,Unknown Status,Core,Corporate System,4/10/1998,COMPLETE,Compact,Complete,149088,0,152,228,18756
14/05/2008,J12929439,2060,6/12/2011,,Unknown Status,Core,Corporate System,18/05/2001,COMPLETE,Compact,Complete,150456,0,1604,204,21292
,J12991654,2060,30/10/2008,,Unknown Status,Core,Corporate System,22/05/2001,INCOMPLETE,Compact,Incomplete,,0,1084,288,59440
4/07/2008,J12927792,2060,25/03/2011,,Unknown Status,Core,Corporate System,27/12/2000,COMPLETE,Compact,Complete,149088,0,1016,192,14532
,J12854988,2060,10/05/2008,,Unknown Status,Core,State,7/04/2000,INCOMPLETE,Compact,Incomplete,,0,760,408,23580
23/09/2008,J12981908,2060,21/10/2008,,Unknown Status,Core,State,29/05/2000,COMPLETE,Compact,Complete,6492,0,100,20,17420
,J12852115,2060,14/10/2008,,Unknown Status,Core,State,12/08/2000,INCOMPLETE,Compact,Incomplete,,0,1168,556,88960
,J12984975,2060,5/08/2008,,Unknown Status,Core,State,4/02/2000,INCOMPLETE,Compact,Incomplete,,0,184,528,13972
3/06/2006,J12604895,4272,25/04/2011,23/08/2010,Recently Expired,Yard,Corporate System,16/07/1997,COMPLETE,Dual Phase,Complete,11204,0,1144,188,10780
5/03/2008,J12919941,4272,15/03/2008,,Unknown Status,Core,State,8/12/2001,COMPLETE,Dual Phase,Complete,8760,0,1132,236,10480
,J12734798,4272,21/10/2007,,Unknown Status,Core,Corporate System,25/07/1997,INCOMPLETE,Compact,Incomplete,,0,1332,564,23480
3/10/2005,J12555411,2340,1/08/2009,6/11/2009,Expired Over 2 Years Ago,Core,State-Public,2/10/1993,COMPLETE,Compact,Complete,38020,0,988,12,62240
29/10/2007,J12703974,2340,30/08/2007,,Unknown Status,SL-300,Public Company,1/12/1999,COMPLETE,Dual Phase,Complete,200220,0,3676,1116,47408
8/08/2008,J12999479,2340,29/06/2011,,Unknown Status,Rook,Corporate System,16/01/2003,COMPLETE,5 Phase,Complete,19376,0,1380,600,70280
13/08/2010,J13038194,2340,16/08/2010,10/01/2011,Recently Expired,Core,Technical Doc,23/08/2000,COMPLETE,Dual Phase,Complete,151528,0,936,476,73200
1/03/2008,J12836344,2340,19/11/2009,,Unknown Status,Core,Corporate System,16/01/2000,COMPLETE,Dual Phase,Complete,38020,0,156,172,14120
3/10/2007,J12706255,2340,3/10/2007,,Unknown Status,Core,State,17/12/1998,COMPLETE,Dual Phase,Complete,38020,0,1216,460,19356
,J12861136,2340,27/04/2010,,Unknown Status,Core,Corporate System,6/01/1999,INCOMPLETE,Compact,Incomplete,,0,368,456,56920
23/01/2009,J13006892,4305,21/12/2008,9/07/2009,Expired Over 2 Years Ago,Core,State,25/10/1998,COMPLETE,Compact,Complete,3972,0,1208,496,15792
21/09/2008,J12955375,,21/08/2008,,Unknown Status,Yard,Technical Doc,21/04/1997,COMPLETE,3 Phase,Complete,148972,0,52,448,12956
,J12563504,4350,5/11/2009,21/10/2010,Recently Expired,Core,State-Public,4/02/1996,INCOMPLETE,Dual Phase,Incomplete,,0,292,60,10760
,J12611309,4350,10/10/2009,30/01/2010,Expired Over 2 Years Ago,Core,Corporate System,16/06/1996,INCOMPLETE,Compact,Incomplete,,0,44,60,61080
18/10/2007,J12744230,4350,20/09/2007,,Unknown Status,Yard,State,28/10/2000,COMPLETE,5 Phase,Complete,148972,0,136,1120,56040
,J12768240,4350,7/08/2007,,Unknown Status,Core,State,21/02/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1332,504,21792
14/02/2008,J12843925,4350,11/06/2008,,Unknown Status,Core,State,11/03/2001,COMPLETE,Compact,Complete,148972,0,1412,332,34480
2/12/2006,J12654082,2074,4/03/2008,,Unknown Status,Core,State,28/05/1995,COMPLETE,Compact,Complete,35500,0,24,0,75200
13/10/2007,J12677666,2074,22/10/2009,29/10/2009,Expired Over 2 Years Ago,Core,Corporate System,3/09/1996,COMPLETE,Dual Phase,Complete,150456,0,620,68,11612
16/01/2008,J12823444,2074,21/09/2007,,Unknown Status,Yard,State,29/12/1999,COMPLETE,3 Phase,Complete,149088,0,1072,748,10960
14/08/2007,J12679261,2074,28/06/2010,,Unknown Status,Bat,Corporate System,15/04/1993,COMPLETE,3 Phase,Complete,150456,0,608,348,24480
16/11/2007,J12811426,2074,7/05/2011,,Unknown Status,Yard,Corporate System,13/05/2001,COMPLETE,3 Phase,Complete,150456,0,1088,424,49200
,J12555757,2074,31/10/2009,26/07/2010,Recently Expired,Core,Corporate System,21/04/1993,INCOMPLETE,Compact,Incomplete,,0,1100,72,32200
20/05/2006,J12622188,2074,13/09/2010,10/05/2010,Recently Expired,Core,Corporate System,5/04/1997,COMPLETE,Compact,Complete,35500,0,1496,64,10284
,J12561282,2074,16/12/2009,23/10/2010,Recently Expired,Core,Corporate System,26/05/1993,INCOMPLETE,Compact,Incomplete,,0,816,72,16484
,J12805427,2074,30/09/2011,,Unknown Status,Yard,Corporate System,4/04/2001,INCOMPLETE,5 Phase,Incomplete,,0,588,1020,12480
,J12840296,2074,14/12/2007,,Unknown Status,Yard,Technical Doc,27/07/2000,INCOMPLETE,5 Phase,Incomplete,,0,1404,1068,73000
15/03/2007,J12647290,2074,11/08/2006,,Unknown Status,Yard,State,25/01/1998,COMPLETE,5 Phase,Complete,28552,0,1396,680,11164
17/12/2007,J12803780,2074,14/04/2009,,Unknown Status,Yard,Corporate System,12/05/1998,COMPLETE,5 Phase,Complete,150456,0,748,136,16700
11/10/2007,J12750666,2074,18/04/2007,,Unknown Status,SL-500,State,10/12/2002,COMPLETE,Dual Phase,Complete,200084,0,2728,536,70344
16/05/2007,J12664857,2074,22/04/2007,,Unknown Status,SL-300,State,21/06/1996,COMPLETE,Dual Phase,Complete,200084,0,5048,1548,36236
,J12556748,5173,14/06/2010,19/05/2010,Recently Expired,Core,Corporate System,1/04/1992,INCOMPLETE,Dual Phase,Incomplete,,0,1300,60,25280
,J12563956,5173,16/10/2009,7/11/2009,Expired Over 2 Years Ago,Yard,State,23/06/1996,INCOMPLETE,Dual Phase,Incomplete,,0,468,524,34080
30/11/2006,J12636628,5173,17/02/2010,28/02/2010,Expired Over 2 Years Ago,Yard,Technical Doc,30/06/1998,COMPLETE,Dual Phase,Complete,4284,0,1220,468,11720
16/08/2009,J13029224,5173,30/07/2009,21/10/2009,Expired Over 2 Years Ago,Core,Public Company,22/06/1995,COMPLETE,Single Phase,Complete,4284,0,108,568,85160
,J12549480,5173,6/07/2011,13/02/2010,Expired Over 2 Years Ago,Core,Corporate System,15/07/1993,INCOMPLETE,Single Phase,Incomplete,,0,720,28,12640
,J12687808,5173,15/07/2007,,Unknown Status,Bat,Public Company,17/11/1993,INCOMPLETE,3 Phase,Incomplete,,0,160,56,12032
,J12690858,5173,25/06/2007,,Unknown Status,Bat,Public Company,11/06/1993,INCOMPLETE,3 Phase,Incomplete,,0,460,252,96320
,J13028961,5173,19/09/2009,30/11/2008,Expired Over 2 Years Ago,Bat,Technical Doc,5/05/1993,INCOMPLETE,3 Phase,Incomplete,,584,88,408,66720
18/07/2007,J12676197,5173,2/10/2007,,Unknown Status,Bat,Public Company,22/06/1993,COMPLETE,3 Phase,Complete,4284,0,456,40,11220
23/06/2008,J12946595,5173,27/06/2008,,Unknown Status,Bat,Public Company,8/05/1993,COMPLETE,3 Phase,Complete,4284,736,24,96,16256
,J12604021,5173,25/11/2009,1/02/2010,Expired Over 2 Years Ago,Core,State,28/01/1993,INCOMPLETE,Compact,Incomplete,,0,856,112,14688
,J12550720,5173,13/09/2009,28/08/2009,Expired Over 2 Years Ago,Core,Public Company,4/01/1993,INCOMPLETE,Compact,Incomplete,,0,388,120,13572
15/09/2005,J12556294,5173,3/11/2009,25/09/2009,Expired Over 2 Years Ago,Core,Public Company,25/11/1992,COMPLETE,Compact,Complete,4284,0,1292,44,26000
,J12550612,5173,24/12/2009,9/12/2009,Expired Over 2 Years Ago,Core,Public Company,6/01/1993,INCOMPLETE,Compact,Incomplete,,0,372,24,64040
18/10/2008,J12935889,5173,29/08/2011,1/08/2011,Recently Expired,Core,Corporate System,22/10/1995,COMPLETE,Compact,Complete,4284,0,232,504,22960
17/08/2007,J12695683,5173,13/02/2011,5/02/2011,Recently Expired,Core,Corporate System,22/10/1994,COMPLETE,Compact,Complete,4284,0,600,48,48960
30/12/2005,J12562691,5173,12/03/2010,8/03/2010,Recently Expired,Core,Public Company,29/11/1992,COMPLETE,Compact,Complete,4284,0,260,120,68560
,J12620508,5173,25/07/2006,,Unknown Status,Yard,Public Company,21/05/1997,INCOMPLETE,5 Phase,Incomplete,,0,1048,1164,24440
18/04/2008,J12866525,5173,17/03/2008,,Unknown Status,Yard,Public Company,16/02/2000,COMPLETE,5 Phase,Complete,4284,0,1052,584,28832
24/02/2008,J12868311,5173,15/03/2008,,Unknown Status,Yard,Public Company,23/05/2001,COMPLETE,5 Phase,Complete,4284,0,788,844,21776
25/12/2007,J12787786,5173,9/10/2007,,Unknown Status,Yard,State,18/04/2001,COMPLETE,5 Phase,Complete,4284,0,120,40,25500
,J12988063,5173,29/10/2008,,Unknown Status,Yard,Public Company,22/04/2000,INCOMPLETE,5 Phase,Incomplete,,0,1120,16,96960
17/02/2006,J12568480,5173,27/01/2006,,Unknown Status,Yard,Public Company,16/09/1998,COMPLETE,5 Phase,Complete,4284,0,1244,652,23636
4/05/2005,J12553527,5173,31/05/2010,28/07/2010,Recently Expired,Adventure,Corporate System,25/03/1993,COMPLETE,Large,Complete,4284,0,116,160,24000
16/11/2007,J12825252,5173,5/10/2010,,Unknown Status,Core,Public Company,26/05/1997,COMPLETE,Dual Phase,Complete,148292,0,1316,12,17316
,J12717758,5173,26/09/2007,,Unknown Status,Core,Public Company,27/06/1997,INCOMPLETE,Dual Phase,Incomplete,,0,1216,372,50160
30/09/2007,J12771849,5173,12/10/2007,,Unknown Status,Core,Public Company,28/05/1997,COMPLETE,Dual Phase,Complete,4284,0,488,548,16680
,J12912083,5173,24/07/2010,,Unknown Status,Core,Public Company,10/06/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1544,228,94520
2/12/2007,J12882329,5173,28/04/2011,,Unknown Status,Core,Corporate System,27/08/2000,COMPLETE,Dual Phase,Complete,4284,0,1308,372,11508
29/02/2008,J12846013,5173,23/06/2011,,Unknown Status,Core,Public Company,10/11/2002,COMPLETE,Dual Phase,Complete,9996,0,380,564,17780
3/11/2008,J12988274,5173,2/11/2008,,Unknown Status,Core,Public Company,20/10/2001,COMPLETE,Dual Phase,Complete,4284,0,752,140,11764
7/11/2007,J12682975,5173,17/11/2007,,Unknown Status,Core,Public Company,2/02/1998,COMPLETE,Compact,Complete,4284,0,816,220,20464
18/07/2008,J12904504,5173,31/05/2008,,Unknown Status,Core,State,28/08/1999,COMPLETE,Compact,Complete,4284,0,1576,564,25408
18/04/2008,J12870524,5173,16/03/2008,,Unknown Status,Core,Public Company,2/05/2000,COMPLETE,Compact,Complete,4284,0,1264,672,11240
16/06/2008,J12973218,5173,24/07/2008,,Unknown Status,Core,Public Company,1/09/2001,COMPLETE,Compact,Complete,4284,0,1652,180,22456
13/03/2008,J12871677,5173,20/02/2008,,Unknown Status,Core,Public Company,1/11/2001,COMPLETE,Compact,Complete,4284,0,1616,200,12484
14/03/2008,J12870799,5173,21/09/2008,,Unknown Status,Core,Public Company,5/02/2002,COMPLETE,Compact,Complete,145768,0,1864,356,19560
,J13019036,5173,21/03/2009,15/05/2009,Expired Over 2 Years Ago,Core,Public Company,25/02/2000,INCOMPLETE,Compact,Incomplete,,0,872,120,17720
,J12965475,2870,27/07/2008,,Unknown Status,Core,State,27/09/1997,INCOMPLETE,Dual Phase,Incomplete,,0,1004,232,21604
21/11/2007,J12811412,,10/08/2010,,Unknown Status,Core,Corporate System,22/08/1999,COMPLETE,Dual Phase,Complete,146456,0,84,348,23860
,J12978755,,8/07/2009,17/11/2008,Expired Over 2 Years Ago,Core,Technical Doc,30/06/1993,INCOMPLETE,Compact,Location Unknown,,0,1368,348,19172
,J12633075,,27/01/2010,9/03/2008,Expired Over 2 Years Ago,Yard,Technical Doc,21/11/1998,INCOMPLETE,Dual Phase,Insurance Claim,,0,296,560,18624
9/06/2006,J12605915,,18/02/2007,,Unknown Status,Yard,Technical Doc,23/03/1998,COMPLETE,5 Phase,Complete,3296,0,1148,216,21560
,J13039610,6064,22/11/2010,24/05/2011,Recently Expired,Core,Technical Doc,28/08/1993,INCOMPLETE,Dual Phase,Incomplete,,0,156,0,35960
25/11/2008,J12993421,6064,1/12/2008,,Unknown Status,Core,Public Company,4/06/1995,COMPLETE,,Complete,3296,0,92,0,55600
22/04/2005,J12549941,6064,23/12/2009,2/11/2009,Expired Over 2 Years Ago,Core,Public Company,27/05/1993,COMPLETE,Dual Phase,Complete,205160,0,968,112,13432
25/05/2005,J12552958,6064,26/08/2009,16/10/2009,Expired Over 2 Years Ago,Core,State-Public,25/12/1992,COMPLETE,Dual Phase,Complete,3296,0,1392,20,14108
16/06/2006,J12615550,6064,5/12/2009,5/01/2010,Expired Over 2 Years Ago,Core,Public Company,4/08/1996,COMPLETE,Dual Phase,Complete,145952,0,400,84,13472
28/04/2005,J12550502,6064,7/01/2010,25/03/2009,Expired Over 2 Years Ago,Core,Public Company,30/07/1992,COMPLETE,Dual Phase,Complete,205160,0,744,60,15736
2/11/2007,J12749261,6064,4/08/2011,,Unknown Status,Yard,Technical Doc,25/02/2000,COMPLETE,Dual Phase,Complete,23896,0,572,928,15904
20/11/2007,J12761827,6064,28/11/2007,,Unknown Status,Yard,Public Company,12/03/2000,COMPLETE,Dual Phase,Complete,145952,0,1424,1152,18384
10/08/2007,J12701799,6064,13/12/2009,16/06/2010,Recently Expired,Yard,State-Public,24/08/1997,COMPLETE,Dual Phase,Complete,205160,0,44,372,14308
,J12902578,6064,10/04/2008,,Unknown Status,Yard,Technical Doc,10/08/1997,INCOMPLETE,3 Phase,Incomplete,,0,1276,424,20736
21/01/2008,J12826001,6064,22/12/2007,,Unknown Status,Bat,Public Company,26/11/1993,COMPLETE,3 Phase,Complete,3296,0,176,496,32760
4/12/2008,J13013321,6064,2/12/2008,,Unknown Status,Yard,Public Company,31/10/1998,COMPLETE,3 Phase,Complete,145952,0,276,460,77240
9/07/2008,J12900628,6064,12/04/2008,,Unknown Status,Core,Public Company,9/09/1992,COMPLETE,Compact,Complete,3296,0,88,24,14080
21/12/2006,J12656026,6064,22/12/2009,28/08/2010,Recently Expired,Core,State-Public,2/01/1997,COMPLETE,Compact,Complete,3296,0,444,12,12860
18/09/2006,J12633234,6064,27/01/2010,21/06/2010,Recently Expired,Core,Public Company,11/03/1997,COMPLETE,Compact,Complete,149060,0,792,84,80320
2/03/2008,J12900271,6064,3/03/2010,31/03/2010,Recently Expired,Core,Public Company,6/12/1996,COMPLETE,Compact,Complete,3296,0,1536,4,13012
28/01/2006,J12562413,6064,12/12/2009,30/12/2009,Expired Over 2 Years Ago,Core,Public Company,21/08/1996,COMPLETE,Compact,Complete,3296,0,1308,140,10640
,J12553468,6064,23/11/2009,2/05/2010,Recently Expired,Core,Public Company,5/03/1993,INCOMPLETE,Compact,Incomplete,,0,1508,48,39200
13/07/2005,J12549781,6064,10/11/2009,26/11/2009,Expired Over 2 Years Ago,Core,Public Company,9/04/1992,COMPLETE,Compact,Complete,145952,0,692,16,34000
18/11/2007,J12750799,6064,25/09/2007,,Unknown Status,Yard,State,16/01/1997,COMPLETE,5 Phase,Complete,205160,0,500,1392,29048
